session_id,enterprise_id,user_id,agent_id,agent_type,user_role,start_time,end_time,duration_seconds,num_events,declared_intent,is_anomalous_session,slow_drip_exfiltration,broad_retrieval_or_table_scan,intent_drift,privilege_escalation_or_sensitive_access_violation,high_entropy_exploration,off_hours_sensitive_or_high_volume_access
sess_1157,ent_nexus_beta,usr_657,agt_3,user_facing_llm,admin,2026-04-27 02:48:28,2026-04-27 03:08:21,1193,25,system_health_check,1,0,0,0,0,1,0
sess_1158,ent_apex_gamma,usr_658,agt_3,user_facing_llm,executive,2026-05-11 23:14:19,2026-05-11 23:30:34,975,9,billing_summary,1,0,1,0,0,0,1
sess_1159,ent_nexus_beta,usr_659,agt_15,internal_tool,tier_1_support,2026-04-27 11:19:38,2026-04-27 11:37:05,1047,12,order_management,0,0,0,0,0,0,0
sess_1160,ent_nexus_beta,usr_660,agt_5,internal_tool,tier_1_support,2026-05-09 16:26:41,2026-05-09 16:49:24,1363,16,support_triage,0,0,0,0,0,0,0
sess_1161,ent_corp_alpha,usr_661,agt_12,internal_tool,analyst,2026-05-09 10:29:59,2026-05-09 10:45:07,908,12,report_generation,1,0,0,0,1,0,0
sess_1162,ent_corp_alpha,usr_662,agt_12,internal_tool,executive,2026-05-24 16:59:42,2026-05-24 17:27:06,1644,12,billing_summary,0,0,0,0,0,0,0
sess_1163,ent_nexus_beta,usr_663,agt_9,internal_tool,executive,2026-05-04 19:32:56,2026-05-04 21:32:40,7184,26,report_generation,1,1,0,0,0,0,0
sess_1164,ent_nexus_beta,usr_664,agt_0,internal_tool,executive,2026-04-27 15:19:20,2026-04-27 15:35:13,953,11,compensation_review,0,0,0,0,0,0,0
sess_1165,ent_apex_gamma,usr_665,agt_9,internal_tool,executive,2026-05-13 12:01:26,2026-05-13 12:28:37,1631,15,compensation_review,0,0,0,0,0,0,0
sess_1166,ent_corp_alpha,usr_666,agt_5,automated_cron,admin,2026-05-10 19:47:28,2026-05-10 20:08:34,1266,16,schema_audit,0,0,0,0,0,0,0
sess_1167,ent_apex_gamma,usr_667,agt_4,user_facing_llm,tier_1_support,2026-05-16 14:03:58,2026-05-16 14:29:56,1558,17,support_triage,0,0,0,0,0,0,0
sess_1168,ent_nexus_beta,usr_668,agt_1,automated_cron,support,2026-05-22 16:20:44,2026-05-22 16:53:59,1995,12,customer_lookup,0,0,0,0,0,0,0
sess_1169,ent_nexus_beta,usr_669,agt_0,internal_tool,tier_1_support,2026-05-12 14:42:13,2026-05-12 15:13:39,1886,16,order_management,0,0,0,0,0,0,0
sess_1170,ent_corp_alpha,usr_670,agt_12,internal_tool,support,2026-05-02 13:53:46,2026-05-02 14:04:15,629,8,order_management,1,0,1,0,0,0,0
sess_1171,ent_nexus_beta,usr_671,agt_15,automated_cron,data_engineer,2026-05-25 15:29:55,2026-05-25 16:07:12,2237,19,inventory_check,0,0,0,0,0,0,0
sess_1172,ent_corp_alpha,usr_672,agt_4,internal_tool,admin,2026-05-27 19:11:31,2026-05-27 19:41:09,1778,17,schema_audit,0,0,0,0,0,0,0
sess_1173,ent_nexus_beta,usr_673,agt_13,internal_tool,admin,2026-05-12 15:31:24,2026-05-12 15:51:32,1208,18,system_health_check,0,0,0,0,0,0,0
sess_1174,ent_nexus_beta,usr_674,agt_9,automated_cron,support,2026-05-23 09:45:27,2026-05-23 12:30:41,9914,37,order_management,1,1,0,0,0,0,0
sess_1175,ent_apex_gamma,usr_675,agt_2,user_facing_llm,data_engineer,2026-04-27 13:36:18,2026-04-27 13:51:08,890,9,schema_audit,0,0,0,0,0,0,0
sess_1176,ent_apex_gamma,usr_676,agt_7,internal_tool,data_engineer,2026-05-05 11:51:06,2026-05-05 12:04:20,794,10,inventory_check,0,0,0,0,0,0,0
sess_1177,ent_apex_gamma,usr_677,agt_3,automated_cron,tier_1_support,2026-05-04 12:14:13,2026-05-04 12:39:57,1544,13,support_triage,0,0,0,0,0,0,0
sess_1178,ent_apex_gamma,usr_678,agt_9,automated_cron,support,2026-05-15 14:04:41,2026-05-15 14:24:38,1197,10,order_management,0,0,0,0,0,0,0
sess_1179,ent_apex_gamma,usr_679,agt_3,user_facing_llm,data_engineer,2026-05-06 11:45:22,2026-05-06 12:04:57,1175,12,inventory_check,0,0,0,0,0,0,0
sess_1180,ent_apex_gamma,usr_680,agt_8,internal_tool,data_engineer,2026-05-02 08:31:13,2026-05-02 08:59:49,1716,15,report_generation,0,0,0,0,0,0,0
sess_1181,ent_corp_alpha,usr_681,agt_2,internal_tool,tier_1_support,2026-05-27 09:42:21,2026-05-27 10:11:51,1770,13,support_triage,0,0,0,0,0,0,0
sess_1182,ent_nexus_beta,usr_682,agt_7,user_facing_llm,data_engineer,2026-05-04 13:49:54,2026-05-04 14:18:57,1743,13,system_health_check,1,0,1,0,0,0,0
sess_1183,ent_apex_gamma,usr_683,agt_8,user_facing_llm,admin,2026-05-18 23:59:34,2026-05-19 00:21:01,1287,14,system_health_check,0,0,0,0,0,0,0
sess_1184,ent_apex_gamma,usr_684,agt_1,user_facing_llm,data_engineer,2026-05-03 17:29:06,2026-05-03 17:48:03,1137,11,report_generation,0,0,0,0,0,0,0
sess_1185,ent_corp_alpha,usr_685,agt_3,automated_cron,support,2026-05-01 17:30:12,2026-05-01 18:02:09,1917,14,order_management,0,0,0,0,0,0,0
sess_1186,ent_nexus_beta,usr_686,agt_3,internal_tool,data_engineer,2026-05-16 10:09:51,2026-05-16 10:46:05,2174,13,inventory_check,0,0,0,0,0,0,0
sess_1187,ent_apex_gamma,usr_687,agt_4,automated_cron,tier_1_support,2026-05-01 14:56:35,2026-05-01 15:16:52,1217,14,customer_lookup,0,0,0,0,0,0,0
sess_1188,ent_apex_gamma,usr_688,agt_2,automated_cron,data_engineer,2026-05-01 16:29:44,2026-05-01 16:53:15,1411,10,system_health_check,0,0,0,0,0,0,0
sess_1189,ent_corp_alpha,usr_689,agt_3,user_facing_llm,analyst,2026-05-24 11:09:19,2026-05-24 11:38:11,1732,17,report_generation,0,0,0,0,0,0,0
sess_1190,ent_nexus_beta,usr_690,agt_8,internal_tool,executive,2026-05-18 13:11:18,2026-05-18 13:23:04,706,8,compensation_review,0,0,0,0,0,0,0
sess_1191,ent_corp_alpha,usr_691,agt_5,user_facing_llm,admin,2026-05-13 11:06:41,2026-05-13 11:29:26,1365,14,schema_audit,0,0,0,0,0,0,0
sess_1192,ent_corp_alpha,usr_692,agt_5,user_facing_llm,executive,2026-05-04 12:43:01,2026-05-04 13:10:06,1625,14,billing_summary,0,0,0,0,0,0,0
sess_1193,ent_apex_gamma,usr_693,agt_3,automated_cron,admin,2026-05-17 11:54:12,2026-05-17 12:27:13,1981,17,schema_audit,0,0,0,0,0,0,0
sess_1194,ent_nexus_beta,usr_694,agt_5,user_facing_llm,admin,2026-05-01 10:17:22,2026-05-01 10:49:15,1913,14,report_generation,0,0,0,0,0,0,0
sess_1195,ent_nexus_beta,usr_695,agt_12,user_facing_llm,tier_1_support,2026-05-20 16:57:11,2026-05-20 17:13:36,985,15,support_triage,0,0,0,0,0,0,0
sess_1196,ent_apex_gamma,usr_696,agt_2,user_facing_llm,support,2026-05-14 20:06:10,2026-05-14 20:17:31,681,10,order_management,0,0,0,0,0,0,0
sess_1197,ent_corp_alpha,usr_697,agt_10,automated_cron,data_engineer,2026-05-19 08:56:04,2026-05-19 09:31:30,2126,16,report_generation,0,0,0,0,0,0,0
sess_1198,ent_corp_alpha,usr_698,agt_4,automated_cron,support,2026-05-12 14:23:03,2026-05-12 14:54:46,1903,16,customer_lookup,0,0,0,0,0,0,0
sess_1199,ent_corp_alpha,usr_699,agt_0,user_facing_llm,admin,2026-05-16 13:35:55,2026-05-16 14:02:40,1605,15,schema_audit,1,0,0,1,0,0,0
sess_1200,ent_apex_gamma,usr_700,agt_9,user_facing_llm,analyst,2026-05-06 10:35:43,2026-05-06 10:46:43,660,10,sales_performance,0,0,0,0,0,0,0
sess_1201,ent_corp_alpha,usr_701,agt_3,user_facing_llm,support,2026-05-01 22:20:48,2026-05-01 22:54:08,2000,20,support_triage,0,0,0,0,0,0,0
sess_1202,ent_nexus_beta,usr_702,agt_0,automated_cron,analyst,2026-05-13 11:00:51,2026-05-13 11:14:54,843,10,billing_summary,0,0,0,0,0,0,0
sess_1203,ent_nexus_beta,usr_703,agt_1,automated_cron,tier_1_support,2026-04-27 15:45:49,2026-04-27 16:08:17,1348,14,support_triage,1,0,0,1,0,0,0
sess_1204,ent_corp_alpha,usr_704,agt_1,internal_tool,executive,2026-05-23 16:41:06,2026-05-23 17:11:51,1845,15,report_generation,0,0,0,0,0,0,0
sess_1205,ent_apex_gamma,usr_705,agt_2,user_facing_llm,data_engineer,2026-05-16 17:29:58,2026-05-16 17:39:25,567,7,system_health_check,0,0,0,0,0,0,0
sess_1206,ent_apex_gamma,usr_706,agt_12,internal_tool,executive,2026-05-06 20:36:19,2026-05-06 21:03:18,1619,13,compensation_review,1,0,0,1,0,0,0
sess_1207,ent_nexus_beta,usr_707,agt_9,user_facing_llm,tier_1_support,2026-04-29 10:08:35,2026-04-29 10:32:14,1419,10,customer_lookup,0,0,0,0,0,0,0
sess_1208,ent_nexus_beta,usr_708,agt_6,internal_tool,tier_1_support,2026-05-24 13:15:09,2026-05-24 13:39:54,1485,14,customer_lookup,0,0,0,0,0,0,0
sess_1209,ent_corp_alpha,usr_709,agt_6,automated_cron,tier_1_support,2026-04-29 14:26:02,2026-04-29 14:43:50,1068,18,support_triage,0,0,0,0,0,0,0
sess_1210,ent_nexus_beta,usr_710,agt_1,user_facing_llm,admin,2026-05-26 13:13:49,2026-05-26 13:30:43,1014,6,system_health_check,0,0,0,0,0,0,0
sess_1211,ent_corp_alpha,usr_711,agt_8,internal_tool,data_engineer,2026-05-22 11:03:42,2026-05-22 11:25:10,1288,15,schema_audit,0,0,0,0,0,0,0
sess_1212,ent_apex_gamma,usr_712,agt_10,user_facing_llm,analyst,2026-05-27 20:45:16,2026-05-27 21:05:31,1215,10,billing_summary,1,0,1,0,0,0,0
sess_1213,ent_corp_alpha,usr_713,agt_0,internal_tool,data_engineer,2026-05-11 10:22:29,2026-05-11 10:51:47,1758,16,report_generation,0,0,0,0,0,0,0
sess_1214,ent_corp_alpha,usr_714,agt_10,internal_tool,data_engineer,2026-05-03 10:52:07,2026-05-03 11:13:21,1274,11,report_generation,0,0,0,0,0,0,0
sess_1215,ent_corp_alpha,usr_715,agt_8,automated_cron,analyst,2026-05-02 14:15:38,2026-05-02 14:36:43,1265,26,report_generation,1,0,0,0,0,1,0
sess_1216,ent_nexus_beta,usr_716,agt_10,internal_tool,executive,2026-05-11 10:19:18,2026-05-11 10:36:20,1022,12,report_generation,0,0,0,0,0,0,0
sess_1217,ent_apex_gamma,usr_717,agt_5,automated_cron,tier_1_support,2026-05-20 15:51:50,2026-05-20 16:18:06,1576,14,support_triage,0,0,0,0,0,0,0
sess_1218,ent_apex_gamma,usr_718,agt_11,user_facing_llm,support,2026-05-13 15:02:08,2026-05-13 15:22:07,1199,12,support_triage,0,0,0,0,0,0,0
sess_1219,ent_corp_alpha,usr_719,agt_9,internal_tool,support,2026-04-27 23:36:53,2026-04-28 02:07:29,9036,35,customer_lookup,1,1,0,0,0,0,1
sess_1220,ent_nexus_beta,usr_720,agt_10,user_facing_llm,executive,2026-05-21 05:22:27,2026-05-21 07:29:20,7613,25,sales_performance,1,1,0,0,0,0,0
sess_1221,ent_nexus_beta,usr_721,agt_6,automated_cron,executive,2026-05-25 06:02:41,2026-05-25 06:32:09,1768,15,compensation_review,1,0,0,1,0,0,0
sess_1222,ent_corp_alpha,usr_722,agt_2,automated_cron,executive,2026-05-06 12:49:45,2026-05-06 13:14:03,1458,15,billing_summary,0,0,0,0,0,0,0
sess_1223,ent_apex_gamma,usr_723,agt_5,user_facing_llm,support,2026-05-09 23:28:29,2026-05-09 23:48:46,1217,25,customer_lookup,1,0,0,0,0,1,0
sess_1224,ent_apex_gamma,usr_724,agt_10,user_facing_llm,data_engineer,2026-05-22 14:14:55,2026-05-22 14:44:30,1775,16,schema_audit,0,0,0,0,0,0,0
sess_1225,ent_nexus_beta,usr_725,agt_5,user_facing_llm,executive,2026-05-19 15:32:15,2026-05-19 15:55:32,1397,7,billing_summary,0,0,0,0,0,0,0
sess_1226,ent_corp_alpha,usr_726,agt_4,internal_tool,executive,2026-04-29 09:17:20,2026-04-29 09:55:26,2286,14,compensation_review,0,0,0,0,0,0,0
sess_1227,ent_nexus_beta,usr_727,agt_11,automated_cron,admin,2026-05-12 18:31:20,2026-05-12 18:48:31,1031,8,system_health_check,1,0,0,1,0,0,0
sess_1228,ent_apex_gamma,usr_728,agt_5,user_facing_llm,data_engineer,2026-05-23 09:56:20,2026-05-23 10:16:13,1193,15,system_health_check,0,0,0,0,0,0,0
sess_1229,ent_apex_gamma,usr_729,agt_10,automated_cron,executive,2026-05-03 03:54:53,2026-05-03 04:21:10,1577,8,billing_summary,1,0,0,0,1,0,1
